,cleaned_entity_name,entity_name,lei,isin,LEI
350,Binzhou Lvdong Thermal Power,Binzhou Lvdong Thermal Power Co Ltd,,,
351,Binzhou Lvfeng Thermal Power,Binzhou Lvfeng Thermal Power Co Ltd,,,
352,Binzhou Wenxian Huaxin Enterprise Management Partnership LP,Binzhou Wenxian Huaxin Enterprise Management Partnership LP,,,
353,Binzhou Zhanhua Hongda Finance Investment Group,Binzhou Zhanhua Hongda Finance Investment Group Co Ltd,,,
354,Binzhou Zhanhua Huihong New Material,Binzhou Zhanhua Huihong New Material Co Ltd,,,
355,Binzhou statebacked Management,Binzhou state-backed Management Co Ltd,,,
356,Blackbeard Operating,Blackbeard Operating,,,
357,Blastr Green Steel AS,Blastr Green Steel AS,,,
358,Bogatyr Komir LLP,Bogatyr Komir LLP,,,
359,Boggabri Coal Pty,Boggabri Coal Pty Ltd,,,
360,Bole Xinyou Thermal Power,Bole Xinyou Thermal Power Co Ltd,,,
361,Boulder Mining Pty,Boulder Mining Pty Ltd,,,
362,Boxing County Investment and Financing Service Center,Boxing County Investment and Financing Service Center,,,
363,Brunei Shell Petroleum,Brunei Shell Petroleum,,,
364,Brunner Island,Brunner Island LLC,,,
365,Burk Royalty,Burk Royalty Co.,,,
366,CDB Development Fund,CDB Development Fund Co Ltd,,,
367,CGX Energy,"CGX Energy, Inc.",,,
368,CHALCO Shandong,CHALCO Shandong Co Ltd,,,
369,CHD Guigang Electric Power,CHD Guigang Electric Power Co Ltd,,,
370,CHINT Group,CHINT Group Corp,,,
371,CHN ENERGY Changyuan Electric Power,CHN ENERGY Changyuan Electric Power Co Ltd,,,
372,CHN ENERGY Yuedian Taishan POWER Generationg,CHN ENERGY Yuedian Taishan POWER Generationg Co Ltd,,,
373,CITIC Group,CITIC Group Corp,,,
374,CITIC Group Corporation,CITIC Group Corporation,,,
375,CLP Deyang Integrated Energy,CLP (Deyang) Integrated Energy Co Ltd,,,
376,CLP Guigang Integrated Energy,CLP (Guigang) Integrated Energy Co Ltd,,,
377,CLP Changshu Thermal Power,CLP Changshu Thermal Power Co Ltd,,,
378,CLP Guangxi Fangchenggang Energy,CLP Guangxi Fangchenggang Energy Co Ltd,,,
379,CLP Hefei Energy,CLP Hefei Energy Co Ltd,,,
380,CLP Shentou Power Generation,CLP Shentou Power Generation Co Ltd,,,
381,CLP and WAN Tianjin Investment Partnership LP,CLP and WAN (Tianjin) Investment Partnership LP,,,
382,CMC Poland Sp z o o,CMC Poland Sp z o o,,,
383,CNMC Albetter Copper,CNMC Albetter Copper Co Ltd,,,
384,CNOOC Fujian Gas Power Generation,CNOOC Fujian Gas Power Generation Co Ltd,,,
385,CNOOC Funing Thermal Power,CNOOC Funing Thermal Power Co Ltd,,,
386,CNOOC Gas  Power Group,CNOOC Gas & Power Group Co Ltd,,,
387,CNOOC Hainan Power Generation,CNOOC Hainan Power Generation Co Ltd,,,
388,CNOOC Limited,CNOOC Limited,,HK0883013259,
389,CNOOC Power Investment,CNOOC Power Investment Co Ltd,,,
390,CNOOC Shenzhen Electric Power,CNOOC Shenzhen Electric Power Co Ltd,,,
391,CNOOC Zhejiang Natural Gas Utilization,CNOOC Zhejiang Natural Gas Utilization Co Ltd,,,
392,CNOOC Zhuhai Natural Gas Power Generation,CNOOC Zhuhai Natural Gas Power Generation Co Ltd,,,
393,CNPC Urumqi Petrochemical,CNPC Urumqi Petrochemical Co Ltd,,,
394,CNR Hong Kong,CNR (Hong Kong) Corp Ltd,,,
395,CNSG Jilantai Salt Chemical GROUP,CNSG Jilantai Salt Chemical (GROUP ) Co Ltd,,,
396,CNX Gas,CNX Gas Co.,,,
397,COFCO BIOTECHNOLOGY,COFCO BIOTECHNOLOGY Co Ltd,,,
398,COGETHERM,COGETHERM,,,
399,CPN Management LP,CPN Management LP,,,
400,CSCEC Rongdong Investment Holding,CSCEC Rongdong Investment Holding Co Ltd,,,
401,CSIC Shanghai New Energy,CSIC (Shanghai) New Energy Co Ltd,,,
402,CVG Ferrominera Orinoco CA,CVG Ferrominera Orinoco CA,,,
403,Cairo Electricity Production,Cairo Electricity Production Co,,,
404,Calpine MidAtlantic Generation,Calpine Mid-Atlantic Generation LLC,,,
405,Calpine New Jersey Generation,Calpine New Jersey Generation LLC,,,
406,Camino Natural Resources,Camino Natural Resources,,,
407,Cangnan County Urban Investment Group,Cangnan County Urban Investment Group Co Ltd,,,
408,Cangxian Construction Investment,Cangxian Construction Investment Co Ltd,,,
409,Cangzhou China Railway Equipment Manufacture Material,"Cangzhou China Railway Equipment Manufacture Material Co., Ltd.",,,
410,Cangzhou China Railway Equipment Manufacturing Materials,Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,,,
411,Cangzhou Construction Investment Group,Cangzhou Construction Investment Group Co Ltd,,,
412,Cangzhou Lingang Sanling Metal,Cangzhou Lingang Sanling Metal Co Ltd,,,
414,Cantium,Cantium,,,
415,Canyon Coal Pty,Canyon Coal Pty Ltd,,,
416,Carbon California,Carbon California,,,
417,Carbones del Cerrejon,Carbones del Cerrejon Ltd,,,
418,Cascade Steel Rolling Mills,Cascade Steel Rolling Mills Inc,,,
419,CebitAS Demir Celik Endustrisi AS,CebitAS Demir Celik Endustrisi AS,,,
420,CelSA France Sas,CelSA France Sas,,,
421,Celsa Huta Ostrowiec Sp z o o,Celsa Huta Ostrowiec Sp z o o,,,
422,Celsa Steel UK,Celsa Steel (UK) Ltd,,,
423,Cementos del Norte SA,Cementos del Norte SA,,,
424,Centennial Mandalong Pty,Centennial Mandalong Pty Ltd,,,
425,Centennial Myuna Pty,Centennial Myuna Pty Ltd,,,
426,Centennial Newstan Pty,Centennial Newstan Pty Ltd,,,
427,Centennial Springvale Pty,Centennial Springvale Pty Ltd,,,
428,Central Valley Gas Storage,Central Valley Gas Storage LLC,,,
429,Cepsa,Cepsa,,,
430,Cepsa Colombia SA,Cepsa Colombia S.A.,,,
431,Ceylon Electricity Board,Ceylon Electricity Board,,,
432,Ceylon Steel,Ceylon Steel Co Ltd,,,
433,Chalco Ningxia Energy Group Maliantai Power Generation Branch,Chalco Ningxia Energy Group Maliantai Power Generation Branch,,,
434,Changan Huitong,Chang'an Huitong Co Ltd,,,
435,Changan Yiyang Power Generation,Chang'an Yiyang Power Generation Co Ltd,,,
436,Changan Shimen Power Generation,Changan Shimen Power Generation Co Ltd,,,
437,Changchun Chemical Jiangsu,Changchun Chemical (Jiangsu) Co Ltd,,,
438,Changchun City Development Investment Holding Group,Changchun City Development Investment Holding (Group) Co Ltd,,,
439,Changchun Dahua Cogeneration,Changchun Dahua Cogeneration Co Ltd,,,
440,Changchun Erdao Industrial Development,Changchun Erdao Industrial Development Co Ltd,,,
441,Changchun Financial Holding Group,Changchun Financial Holding Group Co Ltd,,,
442,Changchun Hongxing Technology,Changchun Hongxing Technology Co Ltd,,,
443,Changchun Lihe Economic and Trade,Changchun Lihe Economic and Trade Co Ltd,,,
444,Changchun Northeast Metal Trading Center,Changchun Northeast Metal Trading Center Co Ltd,,,
445,Changchun Thermal Power Branch of Jilin Electric Power,Changchun Thermal Power Branch of Jilin Electric Power Co Ltd,,,
446,Changge Huida Trading,Changge Huida Trading Co Ltd,,,
447,Changji Guoli Jiufang Investment Fund Partnership LP,Changji Guoli Jiufang Investment Fund Partnership LP,,,
448,Changji State Owned Assets Investment Holding,Changji State Owned Assets Investment Holding Co Ltd,,,
449,Changji Stateowned Assets Investment Management Group,Changji State-owned Assets Investment Management Group Co Ltd,,,
450,Changle Shengshi Power Plant,Changle Shengshi Power Plant Co Ltd,,,
451,Changrun Investment Holding Group,Changrun Investment Holding Group Co Ltd,,,
452,Changshu Longteng Special Steel,Changshu Longteng Special Steel Co Ltd,,,
454,Changtai Holding Group,Changtai Holding Group Co Ltd,,,
455,Changtu Shanghua Thermal Power,Changtu Shanghua Thermal Power Co Ltd,,,
456,Changtu Tienan Heating,Changtu Tienan Heating Co,,,
457,Changxing City Construction Investment Group,Changxing City Construction Investment Group Co Ltd,,,
458,Changxing Zhejiang Financial Holding Group,Changxing Zhejiang Financial Holding Group Co Ltd,,,
459,Changzhi County Branch of Changzhi Xinjuyuan Materials,Changzhi County Branch of Changzhi Xinjuyuan Materials Company,,,
460,Changzhi County Zhenxing Coal Industry,Changzhi County Zhenxing Coal Industry Company,,,
461,Changzhi Jinyuan Coal Industry,Changzhi Jinyuan Coal Industry Company,,,
462,Changzhi Jutong Energy Development,Changzhi Jutong Energy Development Company,,,
463,Changzhi Shangdang District State Owned Capital Investment,Changzhi Shangdang District State Owned Capital Investment Company,,,
464,Changzhi Stateowned Industry Asset Operation,Changzhi State-owned Industry Asset Operation Co Ltd,,,
465,Changzhi Xingbao Steel,"Changzhi Xingbao Steel Co., Ltd.",,,
466,Changzhi Xinjian Coal Industry,Changzhi Xinjian Coal Industry Company,,,
467,Changzhi Xinlong Coal Gangue Power Plant,Changzhi Xinlong Coal Gangue Power Plant Co Ltd,,,
468,Changzhi Xishan Coal Industry,Changzhi Xishan Coal Industry Company,,,
469,Changzhou Carbon Finance Venture Capital Partnership LP,Changzhou Carbon Finance Venture Capital Partnership LP,,,
470,Changzhou Changxin Power Investment Consulting,Changzhou Changxin Power Investment Consulting Co Ltd,,,
471,Changzhou Dongfang Special Steel,Changzhou Dongfang Special Steel Co Ltd,,,
472,Changzhou Dongrun Special Steel,Changzhou Dongrun Special Steel Co Ltd,,,
473,Changzhou Eastern Special Steel,"Changzhou Eastern Special Steel Co., Ltd.",,,
474,Changzhou Huawei Venture Capital Partnership LP,Changzhou Huawei Venture Capital Partnership LP,,,
475,Changzhou Investment Group,Changzhou Investment Group Co Ltd,,,
476,Changzhou Suyuan Power Generation,Changzhou Suyuan Power Generation Co Ltd,,,
477,Changzhou Yajian Enterprise Management Partnership LP,Changzhou Yajian Enterprise Management Partnership LP,,,
478,Changzhou Yatai Thermoelectricity,Changzhou Yatai Thermoelectricity Co Ltd,,,
479,Chaoyang Hesheng Investment,Chaoyang Hesheng Investment Co Ltd,,,
480,Chaoyang Hongwen Investment,Chaoyang Hongwen Investment Company,,,
481,Chaoyang Lantian Zhongneng Bioenergy,Chaoyang Lantian Zhongneng Bioenergy Co Ltd,,,
482,Chaoyang Thermal Power Plant,Chaoyang Thermal Power Plant,,,
483,Chaoyang Yanshan Lake Power Generation,Chaoyang Yanshan Lake Power Generation Co Ltd,,,
484,Chaozhou Shenneng Ganlu Thermal Power,Chaozhou Shenneng Ganlu Thermal Power Co Ltd,,,
485,Chaozhou Xinghua Energy Sources Investment,Chaozhou Xinghua Energy Sources Investment Co Ltd,,,
486,Charter Manufacturing,Charter Manufacturing Company Inc,,,
487,Chelyabinskiy Metallurgicheskiy Kombinat PAO,Chelyabinskiy Metallurgicheskiy Kombinat PAO,,,
488,Chelyabinskiy Metallurgicheskiy Kombinat PJSC,Chelyabinskiy Metallurgicheskiy Kombinat PJSC,,,
489,Chengde Dongsheng Thermal Power,Chengde Dongsheng Thermal Power Co Ltd,,,
490,Chengde Iron and Steel Group,"Chengde Iron and Steel Group Co., Ltd.",,,
491,Chengde Jianlong SPECIAL Steel,Chengde Jianlong SPECIAL Steel Co Ltd,,,
492,Chengde Jianlong Special Steel,"Chengde Jianlong Special Steel Co., Ltd.",,,
493,Chengde Kaixing Energy,Chengde Kaixing Energy Co Ltd,,,
494,Chengde Quanli Industry  Trade Group,Chengde Quanli Industry & Trade Group Co Ltd,,,
495,Chengde Shengfeng Iron  Steel,Chengde Shengfeng Iron & Steel Co Ltd,,,
496,Chengde Shengfeng Iron and Steel,"Chengde Shengfeng Iron and Steel Co., Ltd.",,,
497,Chengde Street,Chengde Street Ltd,,,
498,Chengde Zhaofeng Steel Group,Chengde Zhaofeng Steel Group Co Ltd,,,
500,Chengdu Changfeng Iron and Steel Group,"Chengdu Changfeng Iron and Steel Group Co., Ltd.",,,
501,Chengdu Changfeng Steel Group,Chengdu Changfeng Steel Group Co Ltd,,,
502,Chengdu Jiahong Business Information Consulting,Chengdu Jiahong Business Information Consulting Co Ltd,,,
503,Chengdu Jintang Power Plant,Chengdu Jintang Power Plant,,,
504,Chengdu Lingzhilin Trading,Chengdu Lingzhilin Trading Co Ltd,,,
505,Chengdu Xingrong Environment,Chengdu Xingrong Environment Co Ltd,,,
506,Chengdu Yudelong Technology Development,Chengdu Yudelong Technology Development Co Ltd,,,
507,Chengyu Vanadium  Titanium Technology,Chengyu Vanadium & Titanium Technology Co Ltd,,,
509,Chernigovets JSC,Chernigovets JSC,,,
510,Cheyenne Petroleum,Cheyenne Petroleum,,,
511,Chhattisgarh Surguja Power,Chhattisgarh Surguja Power Ltd,,,
512,Chiahui Power,Chiahui Power Corp,,,
513,ChibaSodegaura Energy,Chiba-Sodegaura Energy Co Ltd,,,
514,Chifeng Economic Development Zone Power Generation,Chifeng Economic Development Zone Power Generation Co Ltd,,,
515,Chifeng Infrastructure Investment Development,Chifeng Infrastructure Investment Development Co Ltd,,,
516,Chifeng State Owned Capital Operation Group,Chifeng State Owned Capital Operation (Group) Co Ltd,,,
517,Chifeng Xincheng Thermal Power Branch of Inner Mongolia Baiyinhua Coal Power   of State Power Investment Group,Chifeng Xincheng Thermal Power Branch of Inner Mongolia Baiyinhua Coal Power Co Ltd of State Power Investment Group,,,
518,Chifeng Yuanjian Iron and Steel Industry,Chifeng Yuanjian Iron and Steel Industry Co Ltd,,,
519,Chifeng Yuanlian Steel,Chifeng Yuanlian Steel Co Ltd,,,
521,Chifeng Zhongtang Special Steel,Chifeng Zhongtang Special Steel Co Ltd,,,
523,China Aerospace Technology Group,China Aerospace Technology Group Co Ltd,,,
524,China Aluminum Ningxia ENERGY Group,China Aluminum Ningxia ENERGY Group Co Ltd,,,
525,China Aviation Planning and Design Institute Group,China Aviation Planning and Design Institute (Group) Co Ltd,,,
526,China Bohai Bank,China Bohai Bank Co Ltd,,,
527,China Century Holdings,China Century Holdings Co Ltd,,,
528,China Cinda Asset Management,China Cinda Asset Management Co Ltd,,,
529,China Cities New Urbanization Fund Management,China Cities New Urbanization Fund Management Co Ltd,,,
530,China Coal,China Coal,,,
531,China Coal Energy Xinjiang Hongxin Coal Industry,China Coal Energy Xinjiang Hongxin Coal Industry Company,,,
532,China Coal Group,China Coal Group,,,
533,China Coal Group Xinjiang Energy,China Coal Group Xinjiang Energy Co Ltd,,,
534,China Coal Hami Power Generation,China Coal Hami Power Generation Co Ltd,,,
535,China Coal Huajin Group Hanzui Coal Industry,China Coal Huajin Group Hanzui Coal Industry Company,,,
536,China Coal Huajin Group Jincheng Thermal Power,China Coal Huajin Group Jincheng Thermal Power Co Ltd,,,
537,China Coal Inner Mongolia Energy,China Coal Inner Mongolia Energy Co. Ltd. Co Ltd,,,
538,China Coal Pingshuo Antaibao Thermal Power,China Coal Pingshuo Antaibao Thermal Power Co Ltd,,,
539,China Coal Pingshuo Group,China Coal Pingshuo Group,,,
540,China Coal Power,China Coal Power Co Ltd,,,
541,China Coal Resources Development Group,China Coal Resources Development Group,,,
542,China Coal Shaanxi Yulin Energy Chemical,China Coal Shaanxi Yulin Energy Chemical Co Ltd,,,
543,China Coal Xinji Energy,China Coal Xinji Energy Co Ltd,,,
544,China Coal Xinji Lixin Power Generation,China Coal Xinji Lixin Power Generation Co Ltd,,,
545,China Coal Xinji Luan Energy,China Coal Xinji Lu'an Energy Co Ltd,,,
546,China Construction Third Bureau Group,China Construction Third Bureau Group Co Ltd,,,
547,China Datang Group Coal Industry,China Datang Group Coal Industry Co Ltd,,,
548,China Development Bank,China Development Bank Corp,,,
549,China ENERGY Group Ningxia Coal Industry,China ENERGY Group Ningxia Coal Industry Co Ltd,,,
550,China Electric Equipment Group,China Electric Equipment Group Co Ltd,,,
551,China Electric Power Construction Investment Group,China Electric Power Construction Investment Group Co Ltd,,,
552,China Electronic System Technology,China Electronic System Technology Co Ltd,,,
553,China Electronics,China Electronics Corp,,,
554,China Electronics Information Industry Development Research Institute,China Electronics Information Industry Development Research Institute,,,
555,China Electronics Technology Group,China Electronics Technology Group Corp,,,
556,China Energy Conservation and Environmental Protection Group,China Energy Conservation and Environmental Protection Group Co Ltd,,,
557,China Energy Construction Chongzuo Development Investment,China Energy Construction Chongzuo Development Investment Co Ltd,,,
558,China Energy Construction Group,China Energy Construction Group Co Ltd,,,
559,China Energy Construction Group Investment,China Energy Construction Group Investment Co Ltd,,,
560,China Energy Construction Investment Suihua Clean Energy,China Energy Construction Investment Suihua Clean Energy Co Ltd,,,
561,China Energy Engineering Group Xinjiang Electric Power Design Institute,China Energy Engineering Group Xinjiang Electric Power Design Institute Co Ltd,,,
562,China Energy Xinjiang Energy,China Energy Xinjiang Energy Company,,,
563,China Everbright Group,China Everbright Group,,,
564,China Gold Inner Mongolia Mining,China Gold Inner Mongolia Mining Co Ltd,,,
565,China Great Wall Asset Management,China Great Wall Asset Management Co Ltd,,,
566,China Grid Penglai Power Generation,China Grid Penglai Power Generation Co Ltd,,,
567,China Guangfa Bank,China Guangfa Bank Co Ltd,,,
568,China Guoneng Power Group,China Guoneng Power Group Co Ltd,,,
569,China Huadian Group   Chongqing Branch,China Huadian Group Co Ltd Chongqing Branch,,,
570,China Huadian Ningxia Lingwu Electric POWER,China Huadian Ningxia Lingwu Electric POWER Co Ltd,,,
571,China Huaneng Group   Hunan Branch,China Huaneng Group Co Ltd Hunan Branch,,,
572,China Huaneng Group   North China Branch,China Huaneng Group Co Ltd North China Branch,,,
573,China Huaneng Group   Southern Branch,China Huaneng Group Co Ltd Southern Branch,,,
574,China Huarong Asset Management,China Huarong Asset Management Co Ltd,,,
575,China Hydropower Construction Group Huating Power Generation,China Hydropower Construction Group Huating Power Generation Co Ltd,,,
576,China Investment,China Investment Corp,,,
577,China Kingho Energy Group,China Kingho Energy Group Ltd,,,
578,China Life Insurance,China Life Insurance Co Ltd,,,
579,China Logistics Group,China Logistics Group Co Ltd,,,
580,China Merchants Bank,China Merchants Bank Co Ltd,,,
581,China Merchants SECURITIES,China Merchants SECURITIES Co Ltd,,,
582,China Minmetals,China Minmetals Corp,,,
583,China Minsheng Investment,China Minsheng Investment Company,,,
584,China Mobile Communications Group,China Mobile Communications Group Co Ltd,,,
585,China National Container,China National Container Corp,,,
586,China National Petroleum,China National Petroleum Corp,,,
587,China National Tobacco,China National Tobacco Corp,,,
588,China Nationasl Salt Industry,China Nationasl Salt Industry Corp,,,
589,China Nonferrous Metal Mining Group,China Nonferrous Metal Mining (Group) Co Ltd,,,
590,China Petrochemical  Guangzhou Branch,China Petrochemical Corp Guangzhou Branch,,,
591,China Petrochemical  Luoyang Branch,China Petrochemical Corp Luoyang Branch,,,
592,China Petrochemical  Maoming Branch,China Petrochemical Corp Maoming Branch,,,
593,China Petrochemical  Tianjin Branch,China Petrochemical Corp Tianjin Branch,,,
594,China Petroleum and Chemical   QILU Branch,China Petroleum and Chemical Co Ltd QILU Branch,,,
595,China Pingmei Shenma ENERGY and CHEMICALS Group,China Pingmei Shenma ENERGY and CHEMICALS Group Co Ltd,,,
596,China Post Group,China Post Group Co,,,
597,China Power Jiangmen Integrated Energy,China Power (Jiangmen) Integrated Energy Co Ltd,,,
598,China Power Puan Power Generation,China Power (Pu'an) Power Generation Co Ltd,,,
599,China Power Sihui Thermal Power,China Power (Sihui) Thermal Power Co Ltd,,,
600,China Power Yizhou Thermal Power,China Power (Yizhou) Thermal Power Co Ltd,,,
601,China Power Construction Gansu Energy Chongxin Power Generation,China Power Construction Gansu Energy Chongxin Power Generation Co Ltd,,,
602,China Power Construction Panzhou Low Calorific Value Coal Power Generation,China Power Construction Panzhou Low Calorific Value Coal Power Generation Co Ltd,,,
